date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:05:20	8875/8875	---MC-	200	added ('OK')	image/png	etag:%22f8c503b0ab0aa6dbcab15c233b7c29e6%22	https://framerusercontent.com/images/v4lPz6wHC4dy14JPMDFkxfEGQvQ.png?width=256&height=256	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/v4lPz6wHC4dy14JPMDFkxfEGQvQ2774.png	(from https://finsight.framer.ai/)
13:05:20	398755/398755	---MC-	200	added ('OK')	image/png	etag:%2281348b01aff5a7dca2167a5bdd4608ad%22	https://framerusercontent.com/images/BI2jTxQSfgaTwWPZ1u3ibSmJXjE.png?width=2404&height=1712	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/BI2jTxQSfgaTwWPZ1u3ibSmJXjE6226.png	(from https://finsight.framer.ai/)
13:05:22	296497/296497	---MC-	200	added ('OK')	image/png	etag:%2291b9555df00be40a063e012c892e34ae%22	https://framerusercontent.com/images/IvNA7TeLL4K1JXPhStB2X76amL4.png?width=1536&height=1024	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/IvNA7TeLL4K1JXPhStB2X76amL4c65e.png	(from https://finsight.framer.ai/)
13:05:22	488856/488856	---MC-	200	added ('OK')	image/png	etag:%2241a1f8f2ce70456536cbff455e641e4d%22	https://framerusercontent.com/images/YvvTPkrDIQ8oSTrF1YNTW8P8BEk.png?width=2437&height=1666	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/YvvTPkrDIQ8oSTrF1YNTW8P8BEk2ef3.png	(from https://finsight.framer.ai/)
13:05:22	17360/17360	---MC-	200	added ('OK')	image/png	etag:%22d27a8a6aa292968cb94949b30cef7436%22	https://framerusercontent.com/images/LMWbuNV3D2dUB0RgvMZFUEHOnJ8.png?width=246&height=246	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/LMWbuNV3D2dUB0RgvMZFUEHOnJ877c1.png	(from https://finsight.framer.ai/)
13:05:22	20806/20806	---MC-	200	added ('OK')	image/png	etag:%22d3eb26eee312a5117fba302ee29aa4ce%22	https://framerusercontent.com/images/4rZfCpTFsp5kQFlrcWkNBCkL9o.png?width=246&height=246	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/4rZfCpTFsp5kQFlrcWkNBCkL9o77c1.png	(from https://finsight.framer.ai/)
13:05:22	19290/19290	---MC-	200	added ('OK')	image/png	etag:%22303c0bbaf51e4241c8683ea2586d021e%22	https://framerusercontent.com/images/fmRLwPSTkAP63rcf06TTiS1xA.png?width=246&height=246	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/fmRLwPSTkAP63rcf06TTiS1xA77c1.png	(from https://finsight.framer.ai/)
13:05:22	80708/80708	---MC-	200	added ('OK')	image/png	etag:%224f86eb0da475db1e0d772e83bd1370cb%22	https://framerusercontent.com/images/0l3XLkNY26xGX9QKbihq4JPko.png?width=492&height=492	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/0l3XLkNY26xGX9QKbihq4JPkof494.png	(from https://finsight.framer.ai/)
13:05:23	18872/18872	---MC-	200	added ('OK')	image/png	etag:%22239ebeb3f003d9a2a90b8b39e5cf6511%22	https://framerusercontent.com/images/A0skl41pEjp67nXkKOadpk4q4.png?width=246&height=246	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/A0skl41pEjp67nXkKOadpk4q477c1.png	(from https://finsight.framer.ai/)
13:05:23	189000/189000	---M-Z	404	error ('Not%20Found')	text/html	etag:%2255290e8aaa2a1f964b3b29f03903de12%22	https://finsight.framer.ai/{%22pre%22:[{%22type%22:%22prefix%22,%22value%22:%22$%22,%22key%22:%22prefix:0%22}],%22integer%22:[{%22type%22:%22integer%22,%22value%22:1,%22key%22:%22integer:2%22,%22pos%22:2},{%22type%22:%22integer%22,%22value%22:3,%22key%22:%22integer:1%22,%22pos%22:1},{%22type%22:%22integer%22,%22value%22:0,%22key%22:%22integer:0%22,%22pos%22:0}],%22fraction%22:[],%22post%22:[],%22valueAsString%22:%22$130%22,%22value%22:130}	C:/My%20Web%20Sites/finsight/finsight.framer.ai/{_pre__[{_type___prefix_,_value___$_,_key___prefix_0_}],_integer__[{_type___integer_,_value__1,_key___integer_2_,_pos__2},{_type___integer_,_value__3,_key___integer_1_,_pos__1},{_type___intege	(from https://finsight.framer.ai/)
13:05:24	232454/232454	---M-Z	200	added ('OK')	text/html	etag:%2251a3ce743e4e884cbf5de5300d56ab62%22	https://finsight.framer.ai/blog/getting-started	C:/My%20Web%20Sites/finsight/finsight.framer.ai/blog/getting-started.html	(from https://finsight.framer.ai/)
13:05:24	189000/189000	---M-Z	404	error ('Not%20Found')	text/html	etag:%2255290e8aaa2a1f964b3b29f03903de12%22	https://finsight.framer.ai/{%22pre%22:[{%22type%22:%22prefix%22,%22value%22:%22$%22,%22key%22:%22prefix:0%22}],%22integer%22:[{%22type%22:%22integer%22,%22value%22:6,%22key%22:%22integer:1%22,%22pos%22:1},{%22type%22:%22integer%22,%22value%22:0,%22key%22:%22integer:0%22,%22pos%22:0}],%22fraction%22:[],%22post%22:[],%22valueAsString%22:%22$60%22,%22value%22:60}	C:/My%20Web%20Sites/finsight/finsight.framer.ai/{_pre__[{_type___prefix_,_value___$_,_key___prefix_0_}],_integer__[{_type___integer_,_value__6,_key___integer_1_,_pos__1},{_type___integer_,_value__0,_key___integer_0_,_pos__0}],_fraction__[],	(from https://finsight.framer.ai/)
13:05:24	210785/210785	---MC-	200	added ('OK')	image/png	etag:%22e6a3f6341c6d376253163cea2328ebf4%22	https://framerusercontent.com/images/xFIXDYvkjcgSloz0PldqKzcdRQ.png?width=812&height=508	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/xFIXDYvkjcgSloz0PldqKzcdRQ900b.png	(from https://finsight.framer.ai/)
13:05:24	348655/348655	---MC-	200	added ('OK')	image/png	etag:%225e4c609c5cc56f623622b4de72cb0501%22	https://framerusercontent.com/images/jPEv32rgg9DdN8pUj0oC9g1yMxM.png?width=1904&height=1904	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/jPEv32rgg9DdN8pUj0oC9g1yMxM97bf.png	(from https://finsight.framer.ai/)
13:05:24	227831/227831	---M-Z	200	added ('OK')	text/html	etag:%222bb2c9cb3c8988600b95e8fe07b133e6%22	https://finsight.framer.ai/blog/styling-elements	C:/My%20Web%20Sites/finsight/finsight.framer.ai/blog/styling-elements.html	(from https://finsight.framer.ai/)
13:05:24	134126/134126	---MC-	200	added ('OK')	image/png	etag:%2207994d1110ddc02bc98a1af2d618d74e%22	https://framerusercontent.com/images/qJdkibl3pEnQeDQaSB4RQ8BS2OA.png?width=812&height=508	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/qJdkibl3pEnQeDQaSB4RQ8BS2OA900b.png	(from https://finsight.framer.ai/)
13:05:25	227545/227545	---M-Z	200	added ('OK')	text/html	etag:%229d77ee9b7b3bed9019bca50780ab81c6%22	https://finsight.framer.ai/blog/importing-content	C:/My%20Web%20Sites/finsight/finsight.framer.ai/blog/importing-content.html	(from https://finsight.framer.ai/)
13:05:25	117265/117265	---MC-	200	added ('OK')	image/png	etag:%2238e65a6cd2720604bda1bf965ee25537%22	https://framerusercontent.com/images/LetlCOkhQZab2tXQ15EmAe41I.png?width=812&height=508	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/LetlCOkhQZab2tXQ15EmAe41I900b.png	(from https://finsight.framer.ai/)
13:05:26	399021/399021	---M-Z	200	added ('OK')	text/html	etag:%2210afe6c804a7c23fe70e366c7154940b%22	https://finsight.framer.ai/about	C:/My%20Web%20Sites/finsight/finsight.framer.ai/about.html	(from https://finsight.framer.ai/)
13:05:27	383208/383208	---M-Z	200	added ('OK')	text/html	etag:%223b2263c75a04cf35e37f0a9a700e55eb%22	https://finsight.framer.ai/pricing	C:/My%20Web%20Sites/finsight/finsight.framer.ai/pricing.html	(from https://finsight.framer.ai/)
13:05:27	300321/300321	---M-Z	200	added ('OK')	text/html	etag:%222222dc99ec270481fad9303575a5040f%22	https://finsight.framer.ai/blog	C:/My%20Web%20Sites/finsight/finsight.framer.ai/blog.html	(from https://finsight.framer.ai/)
13:05:28	189000/189000	---M-Z	404	error ('Not%20Found')	text/html	etag:%2255290e8aaa2a1f964b3b29f03903de12%22	https://finsight.framer.ai/404	C:/My%20Web%20Sites/finsight/finsight.framer.ai/404.1e.delayed	(from https://finsight.framer.ai/)
13:05:28	366/366	---MC-	200	added ('OK')	image/png	etag:%22d1f782c318e47055e73d01f2e57ecdce%22	https://framerusercontent.com/images/6YW1k8I7nYSGonXywNSGKbg4uo.png?width=1008&height=256	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/6YW1k8I7nYSGonXywNSGKbg4uo3a87.png	(from https://finsight.framer.ai/contact)
13:05:54	9340341/9340341	---MC-	200	added ('OK')	image/png	etag:%22890eeba393c8e464bec0f8cb62026915%22	https://framerusercontent.com/images/1201ZuwUQEzVM3jer4D3BU2KA.jpg?width=6000&height=5304	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/1201ZuwUQEzVM3jer4D3BU2KAd2c3.png	(from https://finsight.framer.ai/blog/getting-started)
13:05:55	1090120/1090120	---MC-	200	added ('OK')	image/jpeg	etag:%22b637cb604af10de74a722139417d56d0%22	https://framerusercontent.com/images/IQKddGGUVKfESbTRhHhxUrBqwQ.jpg?width=4928&height=3264	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/IQKddGGUVKfESbTRhHhxUrBqwQ02d1.jpg	(from https://finsight.framer.ai/blog/getting-started)
13:05:55	1252174/1252174	---MC-	200	added ('OK')	image/jpeg	etag:%22c1d81f8f240b7aa39e98b2c46ca29112%22	https://framerusercontent.com/images/kIBiy2xM79Ac692vRBBeMc3YFw8.jpg?width=5184&height=3456	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/kIBiy2xM79Ac692vRBBeMc3YFw88bab.jpg	(from https://finsight.framer.ai/blog/getting-started)
13:05:55	78977/78977	---MC-	200	added ('OK')	image/png	etag:%223b1fb8c0819a2cbaf451e185025aa245%22	https://framerusercontent.com/images/iMbtAPRy2oYgMOKKRKhRU7uGRs.png?scale-down-to=512&width=1492&height=1140	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/iMbtAPRy2oYgMOKKRKhRU7uGRs29e8.png	(from https://finsight.framer.ai/about)
13:05:55	3380649/3380649	---MC-	200	added ('OK')	image/jpeg	etag:%224e3a3f20fefccbe996fe441b5a9fb721%22	https://framerusercontent.com/images/lpCmKW6VNu2gYhsSZgVOpkcSvU.jpg?width=3349&height=4464	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/lpCmKW6VNu2gYhsSZgVOpkcSvUcf18.jpg	(from https://finsight.framer.ai/blog/getting-started)
13:05:56	1252255/1252255	---MC-	200	added ('OK')	image/png	etag:%2202f9d9a0026e7784fcc4aed42b2e162f%22	https://framerusercontent.com/images/cQvrr6Lc2DEHzOftrEiTT0RSA.png?width=3243&height=1988	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/cQvrr6Lc2DEHzOftrEiTT0RSAf4ef.png	(from https://finsight.framer.ai/about)
13:05:56	94196/94196	---MC-	200	added ('OK')	image/png	etag:%22eae1ff60cdd96373ac1914e53e5d6987%22	https://framerusercontent.com/images/TyVrYGsk6XkoDyhLo0ov8rEqeLc.png?width=746&height=570	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/TyVrYGsk6XkoDyhLo0ov8rEqeLc2667.png	(from https://finsight.framer.ai/about)
13:05:56	37898/37898	---MC-	200	added ('OK')	image/png	etag:%226fd1173364f2da7629d1ac896248f833%22	https://framerusercontent.com/images/yq9uBn512jeBk4rVTepNLT59P9w.png?width=373&height=285	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/yq9uBn512jeBk4rVTepNLT59P9w0ef9.png	(from https://finsight.framer.ai/about)
13:05:56	486688/486688	---MC-	200	added ('OK')	image/png	etag:%22fe48df49992f9633ec63a68b62c346fc%22	https://framerusercontent.com/images/yvKwYTti6VMefYgi0ph8MfKJ9M.png?width=1856&height=3020	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/yvKwYTti6VMefYgi0ph8MfKJ9Me011.png	(from https://finsight.framer.ai/about)
13:05:57	846272/846272	---MC-	200	added ('OK')	image/jpeg	etag:%2298226d421d285c5138d0045638ac7d4f%22	https://framerusercontent.com/images/Y9KmJAQ4w53hsc4jJojfokLZ7D8.jpg?width=2662&height=3993	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/Y9KmJAQ4w53hsc4jJojfokLZ7D87cfa.jpg	(from https://finsight.framer.ai/about)
13:05:58	231520/231520	---M-Z	200	added ('OK')	text/html	etag:%22a040ca00f08b13c71e52dc14986ec85c%22	https://finsight.framer.ai/blog/whats-new	C:/My%20Web%20Sites/finsight/finsight.framer.ai/blog/whats-new.html	(from https://finsight.framer.ai/blog)
13:05:58	4729442/4729442	---MC-	200	added ('OK')	image/jpeg	etag:%22ab7ecf94cd322980f8369cff7deb8dc7%22	https://framerusercontent.com/images/tPYkIwImGTYNrIWUAK9mkYyUgw.jpg?width=4160&height=6240	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/tPYkIwImGTYNrIWUAK9mkYyUgwa8ac.jpg	(from https://finsight.framer.ai/about)
13:05:59	210342/210342	---MC-	200	added ('OK')	image/png	etag:%224329ef835657ec56a7888db31b3b2145%22	https://framerusercontent.com/images/Qavv3UZui8NdFmkJ8hgYdrnTSM.png?width=812&height=508	C:/My%20Web%20Sites/finsight/framerusercontent.com/images/Qavv3UZui8NdFmkJ8hgYdrnTSM900b.png	(from https://finsight.framer.ai/blog)
